Class Index,Title,Description,processed_text
1,Two million take part in all-night cultural festival in Rome (AFP),"AFP - Two million people massed in the streets of Rome and in its monuments and museums overnight, celebrating the Italian capital's second annual all-night cultural extravaganza, the mayor said.","AFP - two million people mass in the street of Rome and in its monument and museum overnight , celebrate the italian capital 's second annual all - night cultural extravaganza , the mayor say ."
1,Leaked secrets reveal chaos at heart of Blair #39;s Iraq plans,TONY Blair was facing a new Iraq crisis last night after explosive evidence emerged from within his own government that he was warned the country would be plunged into chaos after the fall of Saddam Hussein.,TONY Blair be face a new Iraq crisis last night after explosive evidence emerge from within his own government that he be warn the country would be plunge into chaos after the fall of Saddam Hussein .
2,Auburn Converts Second Chance to Stun LSU,"Three days after Hurricane Ivan ravaged the state, in a game that almost did not take place, 14th-ranked Auburn rallied Saturday for dramatic 10-9 victory over No.","three day after Hurricane Ivan ravage the state , in a game that almost do not take place , 14th - rank Auburn rally Saturday for dramatic 10 - 9 victory over No ."
2,Europe Puts U.S. in Big Hole at Ryder Cup (AP),"AP - Backed by the clutch performance from its English rookies and reliable play from Sergio Garcia and Lee Westwood, Europe put the United States in another huge hole Saturday by taking an 11-5 lead at the Ryder Cup and making victory Sunday seem like a mere formality.","AP - back by the clutch performance from its english rookie and reliable play from Sergio Garcia and Lee Westwood , Europe put the United States in another huge hole Saturday by take an 11 - 5 lead at the Ryder Cup and make victory Sunday seem like a mere formality ."
3,Paper:US Airways Loses Loans for 100 Jets," WASHINGTON (Reuters) - U.S. Airways lost the financing for  nearly 100 regional jets that were to be a key part of the  bankrupt airline's restructuring plan, The Washington Post  reported on Saturday.","  WASHINGTON ( Reuters ) - U.S. Airways lose the financing for   nearly 100 regional jet that be to be a key part of the   bankrupt airline 's restructuring plan , the Washington Post   report on Saturday ."
4,Man Held in England in Cisco Code Theft (AP),"AP - A 20-year-old man has been arrested in England in the theft of the proprietary software blueprints used by Cisco Systems Inc.'s networking equipment, police and the company confirmed.","AP - a 20 - year - old man have be arrest in England in the theft of the proprietary software blueprint use by Cisco Systems Inc. 's networking equipment , police and the company confirm ."
3,SAN FRANCISCO Mission District cyclist blew whistle on flawed lock,"The triumph last week of the Bic pen over expensive, state-of-the-art steel locks has panicked the bicycling community, and churned Internet rumor mills about how much the lock manufacturer knew and when the company knew it.","the triumph last week of the Bic pen over expensive , state - of - the - art steel lock have panic the bicycling community , and churn internet rumor mill about how much the lock manufacturer know and when the company know it ."
2,Pitchers finally getting job done? At least it #39;s a start,"This is a mirage or a sight to behold. This is something you can #39;t trust with your own eyes, or maybe what you #39;re watching is real.","this be a mirage or a sight to behold . this be something you can # 39;t trust with your own eye , or maybe what you # 39;re watch be real ."
1,At least 20 dead in Kurkik bombing,"A suicide attacker detonated a car bomb near a crowd of people waiting to apply for jobs with the Iraqi National Guard in the northern city of Kirkuk on yesterday, killing at least 20 people and wounding 16, officials said.","a suicide attacker detonate a car bomb near a crowd of people wait to apply for job with the Iraqi National Guard in the northern city of Kirkuk on yesterday , kill at least 20 people and wound 16 , official say ."
3,A Check on Bad Banking Habits,"Are you used to getting a fat envelope from your bank with all your canceled checks? Well, soon those checks may not be in the mail.","be you use to get a fat envelope from your bank with all your cancel check ? well , soon those check may not be in the mail ."
2, #39;Noles Rebound,Leon Washington ran for 104 yards and a touchdown and Florida State sacked Alabama-Birmingham #39;s Darrell Hackney eight times Saturday night to rebound from a disappointing loss to Miami with a 34-7 victory.,Leon Washington run for 104 yard and a touchdown and Florida State sack Alabama - Birmingham # 39;s Darrell Hackney eight time Saturday night to rebound from a disappointing loss to Miami with a 34 - 7 victory .
2,Bonds Takes Stock,"The distraction of another milestone is gone, and Bonds is preparing himself to play every game for the rest of the season.","the distraction of another milestone be go , and Bonds be prepare himself to play every game for the rest of the season ."
4,Sea-Level Rise Gives Clue to Big Chill,"A sudden influx of freshwater from North America's ancient Lake Agassiz to the North Atlantic 8,200 years ago triggered a precipitous cooling of the region, scientists believe. Now they are trying to predict if and when a similar scenario might happen again.","a sudden influx of freshwater from North America 's ancient Lake Agassiz to the North Atlantic 8,200 year ago trigger a precipitous cooling of the region , scientist believe . now they be try to predict if and when a similar scenario might happen again ."
1,Japan's army works out plan to cope with North Korean terror attack (AFP),"AFP - Japan's army has worked out a secret plan to deal with possible large-scale terror attacks by North Korea, a press report said.","AFP - Japan 's army have work out a secret plan to deal with possible large - scale terror attack by North Korea , a press report say ."
1,Saudi Trial Could  Alter Pace of Reform,"In a hearing room on the 11th floor of the High Court of Riyadh, two professors and a poet have been standing trial, sometimes drawing overflow crowds of people eager to monitor a case that could alter the pace of political reform in the kingdom.","in a hearing room on the 11th floor of the High Court of Riyadh , two professor and a poet have be stand trial , sometimes draw overflow crowd of people eager to monitor a case that could alter the pace of political reform in the kingdom ."
2,Notables,Every Baltimore starter reached base at least twice. Orioles' Brian Roberts set the AL record for doubles in a season by a switch hitter with 47 -- also tying Cal Ripken Jr.'s team record from 1983.,every Baltimore starter reach base at least twice . oriole ' Brian Roberts set the AL record for double in a season by a switch hitter with 47 -- also tie Cal Ripken Jr. 's team record from 1983 .
